CourseID,Subject,Number,Name,Description,Credit Hours,Degree Attributes
ACE427,ACE,427,Commodity Price Analysis,"A comprehensive and in-depth survey of commodity price analysis with emphasis on the fundamental factors affecting prices of agricultural products; sources of information relating to production and demand factors; government activities as they relate to prices of agricultural products; technical analysis of agricultural product prices; and market efficiency and forecasting. 3 undergraduate hours. 3 graduate hours. Prerequisite: ACE 100 or ECON 102; ACE 261, or equivalent.",3 hours.,
ACE428,ACE,428,Commodity Futures and Options,Development of futures trading; operation and governance of commodity exchanges; economic functions of futures trading; operational procedures and problems in using futures markets; public regulation of futures trading; evaluation of market performance. 3 undergraduate hours. 3 graduate hours. Prerequisite: ACE 222 or FIN 300 or equivalent.,3 hours.,
ACE432,ACE,432,Farm Management,Students develop expertise in evaluating and making decisions similar to those faced by farm operators and managers. 3 undergraduate hours. 4 graduate hours. Prerequisite: ACE 232; credit or concurrent registration in ACE 360 or equivalent.,3 OR 4 hours.,
ACE435,ACE,435,Global Agribusiness Management,"Examination of the economic and strategic management of food, textile, and agribusiness firms within a global business environment; topics include the global business environment and its institutions, organizational strategies and policies, and business operations in global agricultural, food and textile industries. 3 undergraduate hours. 3 graduate hours.Prerequisite: ACE 231, ACE 222, or BADM 320 or consent of instructor.",3 hours.,
ACE444,ACE,444,Finan Serv &amp; Invest Plan,"Advanced skills in and understanding of asset pricing, equity and debt investment, portfolio theory and diversification, asset allocation, financial risk management, and financial intermediation and regulation emphasizing applications in financial planning and agricultural finance. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ACE 240, ACE 345, or FIN 221, and ECON 302 or consent of instructor.",3 OR 4 hours.,
ACE445,ACE,445,Intermediate Personal Fin Plan,"Financial planning philosophies, techniques, and procedures. Course uses case studies and problem-solving activities to construct financial plans for individuals and families in various life cycle stages and family structures. 4 undergraduate hours. 4 graduate hours. Prerequisite: ACE 240, ECON 302, and junior standing or consent of instructor; FIN 230 is recommended.",4 hours.,
ACE452,ACE,452,The Latin American Economies,Same as ECON 452. See ECON 452.,2 TO 4 hours.,
ACE455,ACE,455,Intl Trade in Food and Agr,"Economic theory used to analyze trends and patterns of international trade in major agricultural commodities and to understand interaction between economic development, policy, and trade; welfare implications of policies affecting production, consumption, and trade; implications of protectionism, free trade, regional trade blocs, and multilateral trade liberalization, and the role for international trade institutions. 3 undergraduate hours. 3 graduate hours. Prerequisite: ECON 302 or consent of instructor.",3 hours.,
ACE496,ACE,496,Practicum,"Cooperatively supervised field experience in management and administration in a textile marketing business. Only four hours may be applied to the total required for a graduate degree. At the undergraduate level, up to four hours may be counted toward the hours required in Agricultural and Consumer Economics. 4 to 12 undergraduate hours. 4 to 12 graduate hours.Approved for both letter and S/U grading. Prerequisite: Consent of instructor. Not available to students on probation.",4 TO 12 hours.,
ACE499,ACE,499,Seminar,"Group discussion or an experimental course on a special topic in agricultural and consumer economics. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in the same semester to 4 hours, or subsequent terms to a maximum of 12 hours as topics vary.",1 TO 4 hours.,
ACE500,ACE,500,Applied Economic Theory,"Provides an understanding of theory of the firm, consumer economics and various market models necessary to conduct applied professional economic research with special emphasis on applications relevant to agricultural, consumer, development, and resource economics. Multivariate calculus and optimization methods are used.",4 hours.,
ACE501,ACE,501,Risk and Info: Theory and App,Applications of the theory of economic behavior under uncertainty and asymmetric information. Analysis of individual decision making under uncertainty includes: tests of the expected utility hypothesis; comparative statistics of changes in risk preferences and risk; and moment based models of decision making. Analysis of economic equilibrium under uncertainty and asymmetric information includes tests for complete markets and applications of noncooperative game theory. Prerequisite: Concurrent enrollment in ECON 500 and ECON 506.,4 hours.,
ACE516,ACE,516,Environmental Economics,Same as ECON 549. See ECON 549.,4 hours.,
ACE520,ACE,520,Time Series Econometrics for Price Analysis,"Examination of selected economic problems in marketing agricultural products and relevant theory and empirical methods for analyzing and interpreting research results. Topics include: operational efficiency in marketing firms and industries; efficient allocation over space, form, and time; price making institutions; and research in demand stimulation and selected issues in trade. Prerequisite: ACE 562 and ACE 563, and ECON 500; or equivalent.",4 hours.,
ACE531,ACE,531,Impact Evaluation,"The problem of identification. Methods for impact evaluation, including randomized field experiments, propensity score matching, differences in differences, instrumental variables, and regression discontinuity. Includes exercises using the econometric software program STATA. Prerequisite: ACE 500 or ECON 500 or equivalent.",2 hours.,
ACE562,ACE,562,Applied Regression Models I,"Application of simple regression methods to problems in agricultural and consumer economics with emphasis on foundational probability, random variable, and distribution concepts, development of the simple, two-variable regression model; estimation of model parameters; hypothesis testing; and prediction. Prerequisite: ACE 261 or equivalent; one of MATH 220, MATH 221, MATH 234.",2 hours.,
